종가_등락률,거래량_등락률,고가-종가_비율,종가-저가_비율,연속상승,연속하락,RSI,target
0.54,16.36,0.94,0.81,1,0,23.08,0
0.69,-53.65,0.54,0.41,0,0,13.29,1
-1.35,65.64,1.22,0.55,0,0,13.67,1
3.07,-3.69,0.0,2.57,0,0,22.48,0
-1.65,-12.25,1.65,0.14,0,0,23.39,1
1.96,1.28,0.82,1.37,1,0,28.03,0
2.58,18.8,0.83,1.96,1,0,27.01,1
0.29,-20.29,1.13,0.57,1,0,31.9,1
2.51,33.04,0.57,1.73,1,0,36.27,1
1.65,-49.04,0.73,1.03,0,0,26.79,1
-2.2,211.52,2.77,0.0,0,0,24.39,1
0.29,-26.07,0.29,0.88,1,0,31.11,0
2.1,-41.37,0.0,2.94,0,0,28.03,1
-1.62,0.9,2.49,0.15,0,0,25.34,1
0.3,18.51,2.59,1.03,1,0,30.57,0
4.33,80.07,0.44,4.15,1,0,30.97,1
0.15,-9.17,0.77,1.24,0,0,26.97,1
-0.31,-27.75,0.31,1.08,0,1,22.49,1
-1.37,-23.97,2.11,0.15,0,1,26.85,0
-0.9,-16.92,1.94,0.15,0,0,25.34,0
4.91,15.38,0.6,3.62,1,0,31.16,0
3.61,59.13,0.0,3.48,0,0,28.48,1
-0.49,-22.74,0.65,0.49,0,0,25.15,1
1.83,34.37,0.16,1.47,0,0,29.3,0
0.0,20.01,0.5,1.16,0,0,29.3,1
0.17,-6.02,1.15,0.17,0,0,21.83,0
-0.33,-18.07,1.15,0.83,0,0,21.99,1
3.08,-4.97,0.0,2.49,0,0,25.58,0
-0.51,45.27,0.85,1.2,0,0,16.18,1
2.44,-27.03,0.17,2.04,1,0,18.25,0
1.41,-23.85,0.17,2.44,0,0,20.33,1
-2.58,18.87,2.41,0.0,0,1,19.23,1
-1.53,56.89,0.68,1.03,0,1,26.57,0
-1.34,-16.4,0.67,0.34,0,1,26.57,0
-0.99,30.09,0.83,0.5,0,0,27.59,0
0.33,42.33,1.15,0.5,1,0,38.33,0
0.17,-34.78,0.33,0.66,0,0,46.0,1
-1.31,-8.97,0.66,0.5,0,0,43.88,1
0.0,-18.74,0.98,0.49,0,0,53.68,0
1.5,33.51,0.0,1.31,1,0,53.68,0
0.84,-12.56,0.33,0.83,0,0,49.51,1
-0.83,-6.77,1.49,0.84,0,1,46.23,1
-1.48,10.38,1.32,0.5,0,0,58.06,0
0.0,-16.42,0.33,0.66,0,0,60.61,0
0.83,19.21,0.81,0.82,1,0,70.59,0
1.17,-34.34,0.0,0.83,0,0,73.17,1
-0.33,65.46,1.65,0.34,0,0,60.81,1
1.53,2.75,0.0,2.34,1,0,56.72,0
0.51,-28.5,1.5,0.51,1,0,44.12,1
0.86,30.48,0.84,2.04,0,0,36.92,1
0.0,22.91,1.36,0.0,0,0,35.29,1
0.52,10.22,1.02,0.52,1,0,35.82,0
0.17,-34.84,0.52,0.35,0,0,25.81,1
-1.37,-12.67,1.37,0.35,0,0,25.4,1
0.69,-3.45,0.34,2.05,0,0,38.71,0
-1.69,37.58,2.51,0.69,0,1,39.34,1
-0.17,-19.83,1.33,0.34,0,1,43.94,0
-0.34,-24.79,1.0,0.34,0,1,36.21,0
-2.46,47.34,2.14,0.34,0,0,38.33,0
0.0,-4.67,0.49,0.66,0,0,54.29,0
0.99,-13.42,0.0,0.82,1,0,60.32,0
2.37,28.91,0.66,0.83,0,0,53.73,1
-0.34,-46.47,0.67,1.36,0,0,50.0,1
1.37,-2.2,1.33,0.17,0,0,53.52,0
-0.51,-2.92,1.52,1.03,0,0,51.35,1
3.89,68.67,0.0,2.56,1,0,53.25,0
1.62,-15.6,1.4,1.24,0,0,42.71,1
-1.42,-22.0,0.36,0.9,0,0,39.42,1
3.68,67.9,0.53,1.6,1,0,39.42,0
0.37,-12.69,1.27,0.55,1,0,34.17,1
0.37,-40.73,1.09,0.18,0,0,27.68,1
-2.53,123.47,3.74,0.0,0,1,26.55,1
-0.36,-9.73,1.6,0.0,0,1,33.6,0
-1.42,-8.24,1.24,0.0,0,0,25.89,0
0.0,25.89,0.18,1.24,0,0,30.83,0
0.53,-6.87,0.7,0.53,1,0,32.46,0
0.36,-28.79,0.88,1.25,1,0,35.92,1
0.9,-30.42,1.76,0.18,0,0,33.98,1
-4.15,79.47,3.82,0.18,0,1,35.0,1
-1.03,-33.1,2.36,0.0,0,0,46.28,0
0.69,61.48,2.5,0.68,0,0,59.05,0
-1.19,-29.05,0.68,0.52,0,1,62.0,1
-0.51,18.93,1.51,1.19,0,0,61.62,0
1.37,-25.43,0.0,2.2,1,0,78.05,0
0.69,40.13,2.18,0.69,1,0,72.73,1
0.52,-5.21,0.86,0.52,0,0,71.11,1
-0.86,-13.29,1.54,0.7,0,0,63.29,1
1.93,21.91,0.68,1.55,0,0,64.63,0
-0.7,-8.65,1.04,1.05,0,0,52.94,1
0.88,-8.22,1.38,0.52,0,0,55.06,0
-1.9,-3.57,1.9,0.18,0,1,53.85,1
-1.86,13.78,2.85,0.35,0,0,60.0,0
0.0,-47.13,1.83,0.0,0,0,66.98,0
0.68,-24.68,2.32,0.68,1,0,57.32,0
5.4,130.03,0.34,3.75,1,0,51.25,1
2.58,91.5,0.18,2.34,1,0,38.68,1
0.18,-32.19,0.37,0.92,0,0,30.09,1
-1.1,25.84,1.1,0.55,0,1,27.93,1
-1.08,-29.58,1.44,0.0,0,0,33.94,0
2.03,74.13,0.18,0.9,0,0,38.74,0
-0.37,4.07,1.09,0.37,0,0,36.13,1
1.12,-39.83,0.55,0.55,0,0,34.48,0
-1.65,-30.24,1.82,0.0,0,0,36.04,1
1.67,68.55,0.55,0.73,1,0,38.79,0
0.75,16.58,0.0,1.12,1,0,37.5,1
1.33,-10.75,0.74,0.56,0,0,30.09,1
-0.19,-19.58,0.94,0.76,0,1,21.1,1
-0.38,-13.27,1.49,0.0,0,1,21.82,0
-0.75,-36.07,1.67,0.19,0,1,24.07,0
-2.91,54.91,4.47,0.0,0,0,36.59,0
2.61,67.03,0.0,2.18,1,0,54.76,0
1.32,-15.94,0.0,1.68,1,0,47.42,1
0.57,-15.35,0.0,1.51,0,0,40.82,1
-0.38,-21.04,1.87,0.38,0,0,35.79,1
0.76,19.01,2.04,0.0,0,0,41.86,0
-1.69,-17.61,1.5,0.76,0,0,38.64,1
2.7,16.36,1.11,2.06,0,0,47.25,0
-1.89,-24.38,2.08,0.0,0,0,35.42,1
2.92,35.57,1.86,2.46,0,0,45.36,0
-1.15,31.05,2.65,0.58,0,1,40.74,1
-1.7,-23.99,1.14,0.38,0,0,46.73,0
1.15,13.61,0.0,2.46,1,0,50.43,0
0.19,-40.08,0.0,1.34,1,0,47.06,1
0.19,22.3,1.32,1.72,1,0,44.83,1
4.41,-24.21,0.0,2.88,0,0,35.64,1
-4.59,6.66,4.04,0.0,0,1,33.03,1
-3.68,-20.22,0.95,1.53,0,1,47.62,0
-1.99,101.97,1.45,2.03,0,1,55.94,0
-0.18,-30.24,0.89,0.9,0,0,58.55,0
1.09,-6.38,1.77,1.98,0,0,60.4,0
-1.08,12.71,2.83,0.36,0,0,55.48,1
1.65,-43.45,0.72,2.7,1,0,63.04,0
0.18,-18.35,4.21,0.0,1,0,56.2,1
6.03,245.72,0.91,5.14,1,0,62.6,1
0.39,-15.94,0.19,1.17,1,0,47.97,1
0.99,-38.58,0.0,1.17,1,0,43.97,1
0.6,-11.86,0.0,1.97,1,0,44.29,1
1.0,60.16,1.56,0.99,1,0,43.66,1
1.32,29.22,0.2,2.2,1,0,42.47,1
0.82,5.51,0.4,1.32,1,0,47.51,1
0.21,-27.24,0.1,0.82,0,0,34.39,1
-2.4,31.82,2.11,0.31,0,1,19.67,1
-0.1,0.35,0.89,0.2,0,1,20.54,0
-0.6,-40.81,0.4,0.4,0,0,20.11,0
3.07,22.88,0.4,1.19,1,0,24.16,0
1.99,10.93,0.61,2.46,0,0,15.82,1
-0.31,-4.37,1.24,0.31,0,1,15.74,1
-1.13,-4.54,0.21,0.73,0,0,17.17,0
1.36,-13.7,0.0,2.78,0,0,30.61,0
-1.03,43.26,1.24,0.73,0,1,28.85,1
-0.82,6.78,1.73,0.21,0,0,35.26,0
0.0,10.34,1.11,0.0,0,0,39.87,0
-0.81,-23.16,1.01,0.2,0,0,42.57,0
1.44,-30.72,0.0,1.42,0,0,49.65,0
-3.0,67.15,1.22,0.0,0,1,47.65,1
-0.2,-3.05,0.99,0.8,0,0,57.06,0
0.5,14.56,0.0,1.6,1,0,50.97,0
1.01,-10.05,0.3,1.5,0,0,49.06,1
-1.0,-16.72,0.8,0.71,0,0,44.17,1
0.0,0.76,0.89,0.7,0,0,57.34,0
1.22,-32.08,0.3,3.01,0,0,66.13,0
-1.7,25.34,0.91,1.12,0,1,59.4,1
-2.53,-31.76,2.53,0.2,0,0,61.15,0
4.9,37.22,1.15,2.14,0,0,73.03,0
0.0,64.36,0.71,0.92,0,0,53.16,1
1.45,-1.56,0.41,1.43,0,0,51.1,0
-1.93,-19.1,1.23,0.0,0,0,47.45,1
0.31,-21.16,0.0,1.22,1,0,50.24,0
1.03,-9.53,1.41,0.81,0,0,53.06,1
-2.02,-20.66,2.31,0.0,0,0,42.05,1
1.85,34.74,1.2,1.21,1,0,47.42,0
3.62,2.68,0.2,2.98,1,0,44.44,1
0.43,5.38,1.26,0.96,1,0,39.83,1
2.18,-20.68,0.11,3.1,0,0,36.44,1
-4.08,-11.07,4.38,0.0,0,1,33.47,1
-0.21,14.39,1.55,1.26,0,1,44.49,0
-0.93,-32.83,1.03,2.72,0,0,41.25,0
1.05,-5.43,2.82,3.0,0,0,37.08,0
-1.75,-20.01,3.04,0.21,0,0,44.06,1
3.62,5.89,1.92,3.08,1,0,48.4,0
10.47,19.42,0.0,8.31,0,0,44.35,1
-6.39,-16.14,2.41,0.24,0,0,28.16,1
5.7,-12.64,0.22,4.07,0,0,39.84,0
-5.81,41.77,7.93,1.51,0,1,35.98,1
-3.59,-21.6,5.69,0.0,0,1,40.83,0
-3.27,53.62,4.73,1.27,0,1,46.9,0
-2.1,-43.93,3.93,0.2,0,1,54.22,0
-1.67,23.5,3.2,6.21,0,1,56.75,0
-2.5,5.34,2.12,2.95,0,1,60.78,0
-4.58,42.36,4.23,0.19,0,0,59.65,0
0.74,6.1,0.55,1.65,0,0,63.53,0
-4.07,61.68,1.45,1.11,0,1,61.85,1
-2.25,-13.74,1.22,0.53,0,0,66.29,0
0.7,-12.38,0.34,1.9,1,0,66.85,0
3.61,-18.35,0.35,4.88,1,0,70.21,1
0.73,-0.24,2.64,0.54,1,0,77.56,1
1.48,1.16,0.9,2.55,0,0,72.97,1
-3.04,29.49,2.34,0.0,0,1,79.22,1
-1.06,-8.92,1.76,0.72,0,1,78.14,0
-2.42,6.69,0.88,0.88,0,0,76.74,0
1.94,-6.8,0.17,2.94,0,0,76.47,0
-4.05,86.01,2.24,0.0,0,1,70.09,1
-1.33,-5.58,1.0,1.18,0,1,72.58,0
-0.33,12.67,2.12,0.67,0,0,71.82,0
0.67,-22.33,0.33,1.33,0,0,67.72,0
-2.76,90.77,1.81,0.17,0,1,67.72,1
-0.49,-34.16,0.81,0.49,0,0,66.45,0
1.81,-28.04,0.16,2.59,1,0,64.08,0
0.33,42.97,1.46,0.33,1,0,61.07,1
1.0,16.56,0.33,1.32,1,0,69.47,1
0.34,-15.53,1.32,0.33,0,0,68.42,1
-1.16,-20.09,0.17,1.01,0,1,71.65,1
-1.15,11.38,1.31,1.16,0,0,69.23,0
2.69,-23.61,0.0,2.29,1,0,69.49,0
1.02,-11.57,1.16,1.01,1,0,56.67,1
2.97,-9.15,0.17,3.57,1,0,59.13,1
1.42,21.5,0.35,3.5,0,0,40.74,1
-1.4,-5.15,3.42,0.0,0,1,33.33,1
-3.21,26.61,2.72,0.7,0,0,36.84,0
0.51,-30.5,1.01,0.51,0,0,47.29,0
-3.29,58.65,1.01,0.85,0,1,38.26,1
-2.41,-2.76,1.62,0.16,0,0,46.21,0
1.47,37.66,0.48,3.05,0,0,55.88,0
-1.6,-11.06,1.6,0.33,0,0,53.15,1
1.79,-21.82,0.64,1.12,1,0,58.5,0
0.99,11.43,1.13,0.49,1,0,55.13,1
2.88,0.57,0.0,2.8,0,0,50.97,1
-1.67,-15.41,1.01,0.17,0,0,43.64,1
0.0,48.83,1.64,0.17,0,0,51.57,0
0.84,-29.01,0.0,1.5,1,0,53.59,0
1.54,-33.62,0.34,2.02,1,0,58.16,1
3.17,2.56,0.0,2.05,1,0,57.75,1
1.79,134.78,1.05,1.58,1,0,48.68,1
0.54,-2.62,1.06,0.36,0,0,38.46,1
0.0,-33.35,0.18,1.62,0,0,38.46,1
0.54,18.69,1.94,1.08,0,0,28.46,0
-1.08,55.48,1.43,0.36,0,1,18.02,1
-1.24,-32.13,1.41,0.18,0,0,24.07,0
1.99,27.66,0.7,1.77,1,0,21.9,0
0.73,-18.73,0.0,1.81,0,0,21.9,1
-0.9,20.62,1.26,0.36,0,1,22.33,1
-0.89,-18.65,1.6,0.72,0,0,30.77,0
0.0,-14.7,0.88,0.71,0,0,26.74,0
-0.53,-8.86,2.27,0.89,0,1,26.74,0
-0.71,-19.63,1.57,0.53,0,0,30.95,0
3.66,68.15,0.0,2.29,0,0,37.97,0
0.0,-36.47,0.36,0.73,0,0,37.04,1
2.63,-37.9,0.18,1.46,1,0,42.25,0
2.7,156.41,0.0,1.13,1,0,36.59,1
0.78,65.33,0.57,0.96,1,0,31.25,1
0.59,-18.75,0.19,1.55,1,0,30.93,1
1.59,-25.79,0.39,0.98,1,0,25.53,1
1.82,9.23,0.98,0.89,1,0,17.89,1
0.1,-21.11,1.79,0.0,0,0,18.28,1
-0.9,9.84,0.8,0.91,0,1,18.99,1
-0.99,-36.11,0.8,0.8,0,0,18.54,0
0.2,68.86,1.75,0.0,0,0,18.54,0
-1.95,63.59,2.14,0.2,0,1,18.33,1
-1.72,-9.44,1.54,0.0,0,0,24.23,0
0.77,-72.43,0.19,1.15,0,0,27.94,0
0.0,202.43,2.08,0.0,0,0,33.14,1
0.39,6.75,1.52,0.19,1,0,33.14,0
1.18,-40.71,0.0,1.36,0,0,38.51,1
-1.92,13.84,2.11,0.78,0,1,43.18,1
-2.8,41.01,2.62,0.0,0,0,53.47,0
0.0,14.98,0.0,1.5,0,0,63.69,0
-0.37,-20.17,0.56,0.56,0,0,70.39,0
1.7,-19.21,0.0,2.05,1,0,80.43,0
0.57,92.93,0.0,1.7,0,0,71.61,1
-0.19,-5.34,0.0,0.95,0,0,67.11,1
1.94,-19.67,0.0,1.9,0,0,65.28,0
-0.96,-29.45,1.15,0.39,0,1,58.02,1
-1.51,25.34,2.25,0.19,0,1,55.26,0
-0.75,-35.54,0.94,0.95,0,0,54.67,0
1.14,35.73,0.37,1.13,1,0,60.0,0
0.76,-18.69,0.0,1.14,1,0,55.56,1
2.15,53.67,0.0,1.72,1,0,54.22,1
1.59,-17.83,0.0,1.56,0,0,51.14,1
0.0,15.02,1.95,0.2,0,0,40.7,1
-1.37,18.17,0.79,0.4,0,1,28.17,0
-0.39,17.88,1.16,0.59,0,0,34.62,0
0.79,-18.38,0.39,1.17,1,0,34.62,0
0.39,-62.81,0.59,0.79,0,0,36.99,1
-0.98,144.53,3.43,0.39,0,0,37.5,1
0.0,-20.51,0.58,0.78,0,0,40.79,0
1.79,147.33,0.58,0.98,1,0,46.97,0
0.8,-48.06,0.2,0.99,0,0,37.14,1
-1.19,26.59,1.96,0.5,0,1,27.27,1
-0.39,-26.65,0.2,0.79,0,0,29.41,0
1.2,50.81,0.39,0.59,1,0,34.38,0
0.2,-45.57,0.2,0.4,1,0,33.33,1
1.73,43.01,0.6,0.3,1,0,39.29,1
1.24,-58.24,0.61,0.71,0,0,38.94,1
-0.72,30.9,1.32,1.13,0,0,35.2,1
2.41,102.05,0.2,2.66,0,0,31.36,0
-0.52,-24.48,1.95,0.21,0,0,24.09,1
0.84,11.32,1.34,1.35,0,0,28.36,0
-2.56,35.07,1.65,0.0,0,1,27.54,1
-0.41,-34.65,0.51,0.41,0,0,34.64,0
1.34,18.01,0.41,2.34,0,0,36.31,0
-1.63,-5.26,0.62,0.83,0,0,37.5,1
0.61,-7.54,0.1,0.61,0,0,45.62,0
-1.21,16.71,0.91,0.2,0,0,39.61,1
0.41,4.01,0.3,1.31,1,0,42.59,0
0.2,-51.04,0.0,0.61,1,0,44.81,1
0.1,-6.08,0.81,0.2,1,0,44.81,1
3.04,58.08,0.1,2.64,1,0,50.0,1
1.71,48.62,0.0,1.89,0,0,44.52,1
-0.42,-54.95,0.42,0.21,0,1,37.8,1
-0.11,-3.66,0.0,1.49,0,0,45.52,0
0.32,74.85,0.53,0.74,1,0,43.97,0
0.21,-2.15,0.42,0.96,1,0,45.59,1
1.3,-4.67,0.21,1.28,1,0,32.74,1
1.31,-45.91,0.43,0.97,1,0,27.27,1
3.63,47.06,0.87,2.74,1,0,27.5,1
1.97,27.28,0.0,2.15,0,0,12.5,1
-1.26,36.04,0.92,0.35,0,1,11.56,1
-0.45,-27.41,2.34,0.34,0,0,10.96,0
1.38,-8.08,0.68,0.57,0,0,13.7,0
-1.7,87.01,1.81,0.81,0,0,12.82,1
0.23,-65.89,0.56,0.91,1,0,20.59,0
1.03,112.24,0.34,1.02,0,0,24.48,1
-0.8,58.55,0.46,1.49,0,1,25.74,1
-0.23,-37.76,0.57,0.68,0,1,27.34,0
-1.01,22.66,1.45,0.45,0,0,27.86,0
0.11,-22.08,0.67,0.79,1,0,32.88,0
1.95,40.24,0.34,2.02,0,0,33.1,1
-0.68,-36.88,1.69,0.23,0,0,32.0,1
0.46,8.89,0.0,1.37,1,0,37.5,0
1.63,20.24,1.24,0.46,0,0,46.55,1
-1.6,-14.05,1.15,0.12,0,0,47.79,1
1.27,-12.59,0.68,0.34,1,0,49.14,0
1.17,-42.78,0.46,0.23,0,0,43.09,1
-1.27,69.23,1.95,0.0,0,1,43.8,1
-0.69,-33.69,1.59,0.23,0,1,41.88,0
-1.02,6.12,0.68,2.3,0,1,45.45,0
-2.22,16.98,1.46,0.8,0,1,52.89,0
-0.55,55.56,1.21,1.45,0,1,57.46,0
-0.33,-39.32,0.66,0.77,0,1,58.39,0
-2.58,131.9,2.68,0.77,0,0,56.49,0
0.98,-19.04,0.64,0.54,0,0,63.64,0
-2.23,-12.92,2.02,0.22,0,1,67.12,1
-0.11,-6.36,0.0,1.27,0,0,70.19,0
1.72,-3.97,0.0,1.27,0,0,72.15,0
-1.9,-3.36,1.59,0.32,0,0,71.25,1
0.21,0.58,0.53,0.53,1,0,71.95,0
0.85,2.15,0.21,1.27,1,0,76.13,1
1.52,71.46,0.32,0.43,1,0,77.12,1
0.11,-1.4,0.75,0.98,0,0,68.59,1
-1.71,-29.58,0.65,0.22,0,0,66.89,1
0.86,57.04,0.0,1.17,1,0,68.35,0
0.32,-10.08,0.43,1.51,1,0,60.27,1
0.22,-52.27,0.22,1.08,1,0,57.64,1
1.43,18.76,0.75,0.11,1,0,55.94,1
1.0,21.02,1.3,0.11,1,0,42.42,1
1.58,-2.27,0.77,0.89,0,0,42.42,1
-2.74,8.13,0.89,0.11,0,1,28.0,1
-0.76,13.66,0.65,0.88,0,0,39.6,0
1.32,-34.17,0.43,1.63,0,0,47.14,0
-1.84,14.25,2.05,0.44,0,1,35.82,1
-0.75,-25.66,1.39,0.86,0,1,43.62,0
-0.85,-12.09,1.69,0.75,0,0,48.65,0
1.08,2.74,0.0,0.64,1,0,56.34,0
1.75,36.61,0.21,1.61,1,0,52.98,1
0.22,30.37,0.65,0.22,1,0,42.38,1
0.22,16.3,0.44,0.88,0,0,44.14,1
-0.44,-35.64,0.66,0.66,0,0,44.44,1
0.44,32.28,0.22,1.09,1,0,46.58,0
0.33,-31.39,0.0,1.43,1,0,49.64,1
2.25,30.3,0.22,0.77,1,0,51.91,1
1.03,-32.76,0.34,1.58,0,0,49.64,1
-0.23,27.54,0.34,1.14,0,0,35.54,1
0.57,-44.86,0.34,1.59,0,0,32.76,0
-1.91,96.42,1.46,0.8,0,1,34.86,1
-0.56,29.15,1.0,0.67,0,0,34.86,0
0.11,-24.2,0.33,0.67,1,0,33.64,0
1.36,-24.75,0.11,1.67,1,0,28.0,1
0.68,-6.26,0.34,1.7,1,0,27.45,1
1.04,25.73,0.68,0.46,0,0,30.43,1
-0.8,-35.9,0.57,1.04,0,0,28.28,1
3.06,36.08,0.23,2.97,0,0,33.65,0
-0.12,-3.4,0.7,0.82,0,0,24.6,1
1.79,-21.2,0.35,0.94,0,0,26.02,0
-1.76,-39.08,0.71,1.2,0,1,23.7,1
-0.23,203.8,0.93,0.94,0,1,36.15,0
-0.12,-42.24,0.81,0.7,0,1,39.84,0
-2.62,13.93,2.51,0.7,0,0,39.34,0
0.8,11.11,0.34,1.37,1,0,50.71,0
0.81,-41.35,0.68,2.53,1,0,41.54,1
2.74,19.42,1.82,1.85,1,0,37.12,1
1.94,17.93,0.24,1.07,0,0,31.82,1
-0.84,-2.41,2.02,0.85,0,1,31.01,1
-2.35,78.45,2.0,0.48,0,1,35.22,0
-0.23,-33.67,1.16,0.0,0,0,44.71,0
0.0,51.46,1.04,3.17,0,0,43.03,0
-0.58,-47.63,1.27,0.7,0,0,51.08,0
1.06,-36.69,1.27,1.05,0,0,52.45,0
-4.07,121.47,4.07,0.0,0,1,54.74,1
-1.34,-13.45,1.34,0.11,0,1,60.76,0
-0.99,83.07,0.99,1.0,0,1,63.1,0
-1.31,-23.91,1.63,0.0,0,0,64.77,0
0.11,-22.44,0.54,1.09,0,0,62.42,0
-0.65,26.7,0.97,1.09,0,0,64.78,1
2.9,-9.88,0.0,2.28,1,0,68.99,0
0.45,-10.39,0.33,2.34,0,0,67.7,1
-0.22,-18.27,0.78,1.23,0,1,73.15,1
-1.0,92.17,1.97,1.34,0,1,72.22,0
-0.33,15.21,0.66,0.44,0,0,69.92,0
0.11,-29.16,1.2,0.55,0,0,70.15,0
-0.66,-33.8,1.52,0.11,0,1,69.63,1
-3.08,132.31,3.49,0.22,0,1,69.85,0
-0.42,-28.68,1.16,0.11,0,0,79.49,0
0.43,-11.48,0.32,0.95,1,0,74.19,0
0.43,13.88,0.95,0.11,1,0,68.97,1
1.3,-44.01,0.11,1.81,0,0,63.96,1
-0.96,15.26,1.18,0.22,0,0,53.15,1
0.11,72.76,0.0,1.39,0,0,57.14,0
0.0,-19.15,0.64,0.96,0,0,54.39,1
-0.43,-0.45,1.27,1.07,0,1,70.45,0
-0.21,-32.44,1.47,0.53,0,0,75.0,0
0.75,1.72,0.32,1.7,1,0,75.0,0
1.86,31.18,0.32,1.72,1,0,66.28,1
1.55,28.78,0.76,0.87,1,0,54.0,1
0.9,-35.94,0.88,0.44,0,0,47.79,1
-0.45,68.47,0.56,1.01,0,1,41.74,1
-1.1,-28.71,0.77,1.23,0,0,25.56,0
0.22,-1.66,0.55,2.43,0,0,30.21,0
-0.55,11.84,0.98,0.77,0,1,30.85,1
-2.26,-30.6,0.33,1.54,0,0,35.79,0
1.53,-40.69,0.96,0.64,1,0,52.88,0
4.09,114.68,0.86,3.93,1,0,42.2,1
0.34,29.39,0.34,2.16,1,0,31.94,1
0.46,-7.07,0.0,0.8,0,0,31.29,1
-1.13,-51.3,1.02,0.57,0,0,28.57,1
0.8,-6.79,0.11,1.13,0,0,32.26,0
0.0,122.48,1.02,0.68,0,0,32.26,1
-1.79,-29.07,1.35,0.34,0,0,36.23,0
2.29,6.67,0.67,1.12,0,0,47.14,0
-0.34,38.66,1.8,0.0,0,1,43.42,1
-1.46,-30.05,2.23,0.0,0,0,43.05,0
1.02,8.3,1.11,2.36,0,0,44.16,0
-0.56,-3.86,0.68,0.68,0,1,42.24,1
-1.34,-17.9,1.88,0.23,0,1,42.24,0
-0.55,-45.16,2.71,0.11,0,1,38.82,0
-3.53,192.96,3.01,0.0,0,0,44.76,0
0.0,0.75,1.06,0.0,0,0,69.29,0
-1.27,6.69,1.48,0.53,0,0,70.8,0
0.42,8.54,0.42,0.63,1,0,75.17,0
0.43,-20.68,0.0,1.48,1,0,71.22,1
0.11,-24.44,0.53,1.6,1,0,72.79,1
2.07,70.69,0.42,0.85,0,0,72.26,1
-0.54,-17.62,0.43,1.09,0,0,59.29,1
0.33,-22.46,1.39,0.76,0,0,70.4,0
-3.05,-38.85,1.71,0.87,0,0,68.0,1
2.81,52.74,0.0,2.84,1,0,71.63,0
0.33,-14.29,1.07,0.43,1,0,63.92,1
2.33,18.51,0.43,3.04,1,0,61.54,1
0.45,-12.33,0.0,1.67,0,0,50.91,1
-3.03,-20.05,1.97,0.33,0,1,48.17,1
-0.32,14.74,1.91,0.0,0,0,46.54,0
0.43,-36.02,1.28,0.22,0,0,47.53,0
-0.54,23.51,1.91,0.0,0,0,42.21,1
1.98,7.96,0.0,3.45,1,0,45.16,0
1.0,-9.91,0.0,2.53,1,0,41.42,1
0.67,-21.02,0.99,1.0,1,0,39.55,1
3.95,54.53,0.0,2.23,1,0,42.68,1
2.5,33.21,0.12,1.63,0,0,33.68,1
-0.36,11.11,0.59,1.55,0,1,30.81,1
-1.4,-12.25,1.63,0.71,0,0,21.08,0
1.06,2.96,0.0,1.99,1,0,29.82,0
0.83,-6.03,0.24,0.83,1,0,28.81,1
1.21,38.22,0.36,1.19,1,0,31.29,1
0.85,-26.11,0.0,1.81,1,0,30.18,1
2.62,-4.11,0.0,3.04,0,0,15.54,1
-1.11,2.78,1.6,0.5,0,0,12.05,1
1.76,-20.84,0.12,1.36,1,0,16.96,0
0.51,-15.59,0.87,0.5,1,0,13.33,1
3.94,36.81,0.0,3.28,0,0,14.46,1
-1.68,0.06,2.81,0.39,0,0,12.83,1
3.47,-9.64,0.39,2.45,0,0,19.07,0
-0.4,13.13,0.4,1.6,0,1,19.89,1
-2.97,58.92,2.46,0.4,0,0,23.81,0
0.13,-20.73,1.65,0.52,1,0,31.91,0
1.18,-5.81,0.51,1.29,0,0,27.12,1
-0.26,-17.29,1.42,0.39,0,1,27.12,1
-1.16,30.61,1.03,0.13,0,0,29.07,0
0.39,-34.91,0.64,1.29,0,0,34.5,0
0.0,25.21,0.0,1.42,0,0,35.33,1
-1.15,20.07,1.15,0.39,0,0,40.41,0
0.51,-9.96,0.64,0.64,0,0,40.41,0
-0.64,-4.26,0.77,1.54,0,0,43.38,1
0.51,-41.37,1.14,1.28,0,0,46.72,0
-2.62,-25.07,3.11,0.64,0,1,57.66,1
-1.11,118.35,1.84,0.0,0,0,60.5,0
0.5,13.02,0.61,0.74,1,0,79.41,0
0.12,-28.56,1.11,0.12,0,0,75.73,1
-1.83,30.26,1.11,0.5,0,0,67.9,1
1.11,-19.78,1.09,0.24,0,0,73.68,0
-2.29,12.82,1.46,0.12,0,1,73.68,1
-1.66,-11.96,0.72,1.45,0,1,77.68,0
-2.54,18.47,1.75,0.59,0,0,78.63,0
3.35,-38.76,0.35,1.97,0,0,83.82,0
-3.01,133.38,4.89,0.24,0,0,69.51,1
0.0,22.04,1.6,0.58,0,0,72.38,0
0.23,-17.02,0.12,0.93,1,0,74.01,0
1.06,26.52,0.12,1.28,1,0,72.41,1
0.47,27.35,0.47,1.17,0,0,70.39,1
-0.12,-13.03,0.47,1.18,0,0,64.81,1
0.83,-44.56,0.47,1.06,0,0,62.99,0
-1.64,14.32,0.47,0.71,0,1,61.78,1
-1.95,24.96,0.47,1.64,0,1,65.29,0
-0.8,-3.07,1.36,0.46,0,1,65.7,0
-0.56,32.62,1.68,0.68,0,0,70.59,0
0.34,-13.55,0.23,1.69,0,0,67.95,0
-0.9,-27.15,0.9,0.68,0,1,63.45,1
-1.55,8.87,0.0,2.47,0,0,59.54,0
2.03,16.86,0.11,3.32,1,0,78.63,0
